Incident Begin Date,Incident End Date,State,State2,countyCode,Sequence,sequenceLength,sequenceLocation,Event
2020/8/23,2020/8/27,TX,Texas,48183,0,1,1,977
2012/8/26,2012/9/11,MS,Mississippi,28043,0,1,1,980
2019/2/22,2019/8/23,MS,Mississippi,28043,1,3,1,981
2020/2/10,2020/2/18,MS,Mississippi,28043,1,3,2,981
2020/4/12,2020/4/12,MS,Mississippi,28043,1,3,3,981
2021/8/28,2021/9/1,MS,Mississippi,28043,0,1,1,982
2015/5/4,2015/6/22,TX,Texas,48185,1,3,1,984
2016/4/17,2016/4/30,TX,Texas,48185,1,3,2,984
2016/5/22,2016/6/24,TX,Texas,48185,1,3,3,984
2017/8/23,2017/9/15,TX,Texas,48185,1,2,1,985
2018/9/10,2018/11/2,TX,Texas,48185,1,2,2,985
2020/8/23,2020/8/27,TX,Texas,48185,0,1,1,986
2013/9/9,2013/9/22,NM,New Mexico,35019,1,2,1,987
2014/7/27,2014/8/5,NM,New Mexico,35019,1,2,2,987
2015/5/4,2015/6/22,TX,Texas,48187,1,2,1,989
2015/10/22,2015/10/31,TX,Texas,48187,1,2,2,989
2017/8/23,2017/9/15,TX,Texas,48187,0,1,1,990
2012/6/23,2012/7/26,FL,Florida,12045,1,2,1,993
2012/8/27,2012/8/29,FL,Florida,12045,1,2,2,993
2017/9/4,2017/10/18,FL,Florida,12045,1,3,1,994
2018/10/7,2018/10/19,FL,Florida,12045,1,3,2,994
2019/8/28,2019/9/9,FL,Florida,12045,1,3,3,994
2020/9/14,2020/9/28,FL,Florida,12045,1,2,1,995
2021/8/13,2021/8/19,FL,Florida,12045,1,2,2,995
2022/9/23,2022/11/4,FL,Florida,12045,1,2,1,996
2022/11/7,2022/11/30,FL,Florida,12045,1,2,2,996
2017/9/7,2017/9/20,GA,Georgia,13135,0,1,1,998
2017/9/7,2017/9/20,GA,Georgia,13137,0,1,1,1000
2020/10/29,2020/10/29,GA,Georgia,13137,0,1,1,1001
2017/9/8,2017/9/14,AL,Alabama,1065,1,2,1,1004
2017/10/6,2017/10/10,AL,Alabama,1065,1,2,2,1004
2020/9/14,2020/9/16,AL,Alabama,1065,1,3,1,1005
2020/10/28,2020/10/29,AL,Alabama,1065,1,3,2,1005
2021/3/25,2021/3/26,AL,Alabama,1065,1,3,3,1005
2017/9/7,2017/9/20,GA,Georgia,13139,0,1,1,1007
2020/10/29,2020/10/29,GA,Georgia,13139,0,1,1,1008
2015/5/4,2015/6/22,TX,Texas,48191,1,3,1,1009
2015/12/26,2016/1/21,TX,Texas,48191,1,3,2,1009
2016/5/22,2016/6/24,TX,Texas,48191,1,3,3,1009
2012/6/23,2012/7/26,FL,Florida,12047,0,1,1,1011
2017/9/4,2017/10/18,FL,Florida,12047,1,3,1,1012
2018/10/7,2018/10/19,FL,Florida,12047,1,3,2,1012
2019/8/28,2019/9/9,FL,Florida,12047,1,3,3,1012
2021/7/4,2021/7/8,FL,Florida,12047,0,1,1,1013
2022/9/23,2022/11/4,FL,Florida,12047,1,2,1,1014
2022/11/7,2022/11/30,FL,Florida,12047,1,2,2,1014
2015/10/1,2015/10/23,SC,South Carolina,45049,1,7,1,1015
2016/10/4,2016/10/30,SC,South Carolina,45049,1,7,2,1015
2017/9/6,2017/9/13,SC,South Carolina,45049,1,7,3,1015
2018/9/8,2018/10/8,SC,South Carolina,45049,1,7,4,1015
2019/8/31,2019/9/6,SC,South Carolina,45049,1,7,5,1015
2020/2/6,2020/2/13,SC,South Carolina,45049,1,7,6,1015
2020/4/12,2020/4/13,SC,South Carolina,45049,1,7,7,1015
2022/9/25,2022/10/4,SC,South Carolina,45049,0,1,1,1016
2017/9/7,2017/9/20,GA,Georgia,13141,0,1,1,1017
2018/10/9,2018/10/23,GA,Georgia,13141,0,1,1,1018
2012/8/26,2012/9/11,MS,Mississippi,28045,0,1,1,1020
2017/10/6,2017/10/10,MS,Mississippi,28045,0,1,1,1021
2020/8/23,2020/8/29,MS,Mississippi,28045,1,5,1,1022
2020/9/14,2020/9/17,MS,Mississippi,28045,1,5,2,1022
2020/10/7,2020/10/11,MS,Mississippi,28045,1,5,3,1022
2020/10/27,2020/10/29,MS,Mississippi,28045,1,5,4,1022
2021/8/28,2021/9/1,MS,Mississippi,28045,1,5,5,1022
2015/12/22,2016/1/13,GA,Georgia,13143,0,1,1,1023
2017/9/7,2017/9/20,GA,Georgia,13143,0,1,1,1024
2020/10/29,2020/10/29,GA,Georgia,13143,0,1,1,1025
2017/9/4,2017/10/18,FL,Florida,12049,0,1,1,1027
2019/8/28,2019/9/9,FL,Florida,12049,0,1,1,1028
2021/7/4,2021/7/8,FL,Florida,12049,0,1,1,1029
2022/9/23,2022/11/4,FL,Florida,12049,1,2,1,1030
2022/11/7,2022/11/30,FL,Florida,12049,1,2,2,1030
2015/12/26,2016/1/21,TX,Texas,48197,0,1,1,1031
2015/5/4,2015/6/22,TX,Texas,48199,1,3,1,1034
2015/10/22,2015/10/31,TX,Texas,48199,1,3,2,1034
2016/5/22,2016/6/24,TX,Texas,48199,1,3,3,1034
2017/8/23,2017/9/15,TX,Texas,48199,0,1,1,1035
2020/8/23,2020/8/27,TX,Texas,48199,0,1,1,1036
2013/9/9,2013/9/22,NM,New Mexico,35021,0,1,1,1037
2015/12/22,2016/1/13,GA,Georgia,13145,0,1,1,1039
2017/9/7,2017/9/20,GA,Georgia,13145,0,1,1,1040
2015/5/4,2015/6/22,TX,Texas,48201,1,4,1,1043
2015/10/22,2015/10/31,TX,Texas,48201,1,4,2,1043
2016/4/17,2016/4/30,TX,Texas,48201,1,4,3,1043
2016/5/22,2016/6/24,TX,Texas,48201,1,4,4,1043
2017/8/23,2017/9/15,TX,Texas,48201,0,1,1,1044
2019/9/17,2019/9/23,TX,Texas,48201,1,3,1,1045
2020/7/25,2020/7/31,TX,Texas,48201,1,3,2,1045
2020/8/23,2020/8/27,TX,Texas,48201,1,3,3,1045
2012/8/26,2012/9/11,MS,Mississippi,28047,0,1,1,1047
2017/10/6,2017/10/10,MS,Mississippi,28047,0,1,1,1048
2020/8/23,2020/8/29,MS,Mississippi,28047,1,5,1,1049
2020/9/14,2020/9/17,MS,Mississippi,28047,1,5,2,1049
2020/10/7,2020/10/11,MS,Mississippi,28047,1,5,3,1049
2020/10/27,2020/10/29,MS,Mississippi,28047,1,5,4,1049
2021/8/28,2021/9/1,MS,Mississippi,28047,1,5,5,1049
2015/5/4,2015/6/22,TX,Texas,48203,1,4,1,1052
2015/12/26,2016/1/21,TX,Texas,48203,1,4,2,1052
2016/3/7,2016/3/29,TX,Texas,48203,1,4,3,1052
2016/4/17,2016/4/30,TX,Texas,48203,1,4,4,1052
2020/8/23,2020/8/27,TX,Texas,48203,0,1,1,1053
2017/9/7,2017/9/20,GA,Georgia,13147,0,1,1,1054
2015/5/4,2015/6/22,TX,Texas,48205,0,1,1,1055
2015/12/26,2016/1/21,TX,Texas,48207,0,1,1,1056
2018/9/10,2018/11/2,TX,Texas,48207,0,1,1,1057
2018/7/11,2018/7/12,AZ,Arizona,,0,1,1,1059
2022/10/1,2022/10/2,AZ,Arizona,,0,1,1,1060
2013/10/30,2013/10/31,TX,Texas,48209,0,1,1,1061
2015/5/4,2015/6/22,TX,Texas,48209,1,2,1,1062
2015/10/22,2015/10/31,TX,Texas,48209,1,2,2,1062
2017/9/7,2017/9/20,GA,Georgia,13149,0,1,1,1065
2020/10/29,2020/10/29,GA,Georgia,13149,1,2,1,1066
2021/3/25,2021/3/26,GA,Georgia,13149,1,2,2,1066
2015/5/4,2015/6/22,TX,Texas,48213,1,3,1,1068
2015/12/26,2016/1/21,TX,Texas,48213,1,3,2,1068
2016/3/7,2016/3/29,TX,Texas,48213,1,3,3,1068
2016/10/3,2016/10/19,FL,Florida,12051,1,2,1,1070
2017/9/4,2017/10/18,FL,Florida,12051,1,2,2,1070
2019/8/28,2019/9/9,FL,Florida,12051,0,1,1,1071
2022/9/23,2022/11/4,FL,Florida,12051,1,2,1,1072
2022/11/7,2022/11/30,FL,Florida,12051,1,2,2,1072
2015/12/23,2015/12/31,AL,Alabama,1067,0,1,1,1075
2017/9/8,2017/9/14,AL,Alabama,1067,1,2,1,1076
2017/10/6,2017/10/10,AL,Alabama,1067,1,2,2,1076
2018/10/10,2018/10/13,AL,Alabama,1067,0,1,1,1077
2020/4/19,2020/4/19,AL,Alabama,1067,1,2,1,1078
2020/9/14,2020/9/16,AL,Alabama,1067,1,2,2,1078
2017/9/7,2017/9/20,GA,Georgia,13151,0,1,1,1079
2012/6/23,2012/7/26,FL,Florida,12053,0,1,1,1082
2016/8/31,2016/9/11,FL,Florida,12053,1,5,1,1083
2016/10/3,2016/10/19,FL,Florida,12053,1,5,2,1083
2017/9/4,2017/10/18,FL,Florida,12053,1,5,3,1083
2018/10/7,2018/10/19,FL,Florida,12053,1,5,4,1083
2019/8/28,2019/9/9,FL,Florida,12053,1,5,5,1083
2020/11/7,2020/11/12,FL,Florida,12053,1,2,1,1084
2021/7/4,2021/7/8,FL,Florida,12053,1,2,2,1084
2022/9/23,2022/11/4,FL,Florida,12053,1,2,1,1085
2022/11/7,2022/11/30,FL,Florida,12053,1,2,2,1085
2015/5/4,2015/6/22,TX,Texas,48215,1,3,1,1088
2015/10/22,2015/10/31,TX,Texas,48215,1,3,2,1088
2016/5/22,2016/6/24,TX,Texas,48215,1,3,3,1088
2018/6/19,2018/7/13,TX,Texas,48215,1,2,1,1089
2019/6/24,2019/6/25,TX,Texas,48215,1,2,2,1089
2020/7/25,2020/7/31,TX,Texas,48215,0,1,1,1090
2012/6/23,2012/7/26,FL,Florida,12055,0,1,1,1092
2016/10/3,2016/10/19,FL,Florida,12055,1,2,1,1093
2017/9/4,2017/10/18,FL,Florida,12055,1,2,2,1093
2019/8/28,2019/9/9,FL,Florida,12055,0,1,1,1094
2022/9/23,2022/11/4,FL,Florida,12055,1,2,1,1095
2022/11/7,2022/11/30,FL,Florida,12055,1,2,2,1095
2015/5/4,2015/6/22,TX,Texas,48217,1,2,1,1097
2015/10/22,2015/10/31,TX,Texas,48217,1,2,2,1097
2018/9/10,2018/11/2,TX,Texas,48217,0,1,1,1098
2012/6/23,2012/7/26,FL,Florida,12057,0,1,1,1100
2016/8/31,2016/9/11,FL,Florida,12057,1,4,1,1101
2017/9/4,2017/10/18,FL,Florida,12057,1,4,2,1101
2018/10/7,2018/10/19,FL,Florida,12057,1,4,3,1101
2019/8/28,2019/9/9,FL,Florida,12057,1,4,4,1101
2020/11/7,2020/11/12,FL,Florida,12057,1,2,1,1102
2021/7/4,2021/7/8,FL,Florida,12057,1,2,2,1102
2022/9/23,2022/11/4,FL,Florida,12057,1,2,1,1103
2022/11/7,2022/11/30,FL,Florida,12057,1,2,2,1103
2012/8/26,2012/9/11,MS,Mississippi,28049,0,1,1,1106
2020/2/10,2020/2/18,MS,Mississippi,28049,1,3,1,1107
2020/10/7,2020/10/11,MS,Mississippi,28049,1,3,2,1107
2021/8/28,2021/9/1,MS,Mississippi,28049,1,3,3,1107
2015/12/26,2016/1/21,TX,Texas,48219,0,1,1,1108
2017/9/4,2017/10/4,FL,Florida,,0,1,1,1109
2019/8/28,2019/9/4,FL,Florida,,0,1,1,1110
2022/9/23,2022/11/4,FL,Florida,,1,2,1,1111
2022/11/7,,FL,Florida,,1,2,2,1111
2013/7/2,2013/7/7,FL,Florida,12059,1,2,1,1113
2014/4/28,2014/5/6,FL,Florida,12059,1,2,2,1113
2017/9/4,2017/10/18,FL,Florida,12059,1,3,1,1114
2018/10/7,2018/10/19,FL,Florida,12059,1,3,2,1114
2019/8/28,2019/9/9,FL,Florida,12059,1,3,3,1114
2020/9/14,2020/9/28,FL,Florida,12059,1,2,1,1115
2021/8/13,2021/8/19,FL,Florida,12059,1,2,2,1115
2022/9/23,2022/11/4,FL,Florida,12059,1,2,1,1116
2022/11/7,2022/11/30,FL,Florida,12059,1,2,2,1116
2012/8/26,2012/9/11,MS,Mississippi,28051,0,1,1,1119
2016/3/9,2016/3/29,MS,Mississippi,28051,0,1,1,1120
2017/4/30,2017/4/30,MS,Mississippi,28051,0,1,1,1121
2019/4/13,2019/4/14,MS,Mississippi,28051,1,3,1,1122
2020/2/10,2020/2/18,MS,Mississippi,28051,1,3,2,1122
2020/4/12,2020/4/12,MS,Mississippi,28051,1,3,3,1122
2021/8/28,2021/9/1,MS,Mississippi,28051,0,1,1,1123
2015/5/4,2015/6/22,TX,Texas,48221,1,3,1,1124
2016/3/7,2016/3/29,TX,Texas,48221,1,3,2,1124
2016/5/22,2016/6/24,TX,Texas,48221,1,3,3,1124
2017/1/3,2017/1/5,CA,California,,0,1,1,1125
2015/5/4,2015/6/22,TX,Texas,48223,1,2,1,1128
2015/12/26,2016/1/21,TX,Texas,48223,1,2,2,1128
2018/9/10,2018/11/2,TX,Texas,48223,0,1,1,1129
2015/10/1,2015/10/23,SC,South Carolina,45051,1,5,1,1130
2016/10/4,2016/10/30,SC,South Carolina,45051,1,5,2,1130
2017/9/6,2017/9/13,SC,South Carolina,45051,1,5,3,1130
2018/9/8,2018/10/8,SC,South Carolina,45051,1,5,4,1130
2019/8/31,2019/9/6,SC,South Carolina,45051,1,5,5,1130
2022/9/25,2022/10/4,SC,South Carolina,45051,0,1,1,1131
2014/4/28,2014/5/5,AL,Alabama,1069,0,1,1,1134
2015/12/23,2015/12/31,AL,Alabama,1069,0,1,1,1135
2017/9/8,2017/9/14,AL,Alabama,1069,1,2,1,1136
2017/10/6,2017/10/10,AL,Alabama,1069,1,2,2,1136
2018/10/10,2018/10/13,AL,Alabama,1069,0,1,1,1137
2020/9/14,2020/9/16,AL,Alabama,1069,0,1,1,1138
2017/9/7,2017/9/20,GA,Georgia,13153,0,1,1,1140
2018/10/9,2018/10/23,GA,Georgia,13153,0,1,1,1141
2015/5/4,2015/6/22,TX,Texas,48225,1,2,1,1143
2016/5/22,2016/6/24,TX,Texas,48225,1,2,2,1143
2018/9/10,2018/11/2,TX,Texas,48225,0,1,1,1144
2020/8/23,2020/8/27,TX,Texas,48225,0,1,1,1145
2017/1/3,2017/1/12,CA,California,6023,1,2,1,1146
2017/2/1,2017/2/23,CA,California,6023,1,2,2,1146
2019/2/24,2019/3/1,CA,California,6023,0,1,1,1147
2019/2/22,2019/8/23,MS,Mississippi,28053,0,1,1,1151
2020/10/7,2020/10/11,MS,Mississippi,28053,1,2,1,1152
2021/8/28,2021/9/1,MS,Mississippi,28053,1,2,2,1152
2012/8/26,2012/9/10,LA,Louisiana,22045,0,1,1,1157
2016/8/11,2016/8/31,LA,Louisiana,22045,1,3,1,1158
2017/8/27,2017/9/10,LA,Louisiana,22045,1,3,2,1158
2017/10/5,2017/10/8,LA,Louisiana,22045,1,3,3,1158
2019/7/10,2019/7/15,LA,Louisiana,22045,1,8,1,1159
2020/6/5,2020/6/9,LA,Louisiana,22045,1,8,2,1159
2020/8/22,2020/8/27,LA,Louisiana,22045,1,8,3,1159
2020/9/13,2020/9/16,LA,Louisiana,22045,1,8,4,1159
2020/10/6,2020/10/10,LA,Louisiana,22045,1,8,5,1159
2020/10/26,2020/10/29,LA,Louisiana,22045,1,8,6,1159
2021/8/26,2021/9/3,LA,Louisiana,22045,1,8,7,1159
2021/9/12,2021/9/18,LA,Louisiana,22045,1,8,8,1159
2012/8/26,2012/9/10,LA,Louisiana,22047,0,1,1,1162
2016/8/11,2016/8/31,LA,Louisiana,22047,0,1,1,1163
2019/5/10,2019/7/24,LA,Louisiana,22047,0,1,1,1164
2019/5/10,2019/6/17,LA,Louisiana,22047,1,10,1,1165
2019/7/10,2019/7/15,LA,Louisiana,22047,1,10,2,1165
2020/6/5,2020/6/9,LA,Louisiana,22047,1,10,3,1165
2020/8/22,2020/8/27,LA,Louisiana,22047,1,10,4,1165
2020/9/13,2020/9/16,LA,Louisiana,22047,1,10,5,1165
2020/10/6,2020/10/10,LA,Louisiana,22047,1,10,6,1165
2020/10/26,2020/10/29,LA,Louisiana,22047,1,10,7,1165
2021/5/17,2021/5/21,LA,Louisiana,22047,1,10,8,1165
2021/8/26,2021/9/3,LA,Louisiana,22047,1,10,9,1165
2021/9/12,2021/9/18,LA,Louisiana,22047,1,10,10,1165
2017/9/4,2017/10/4,FL,Florida,,0,1,1,1166
2019/8/28,2019/9/4,FL,Florida,,0,1,1,1167
2022/9/23,2022/11/4,FL,Florida,,1,2,1,1168
2022/11/7,,FL,Florida,,1,2,2,1168
2016/10/3,2016/10/19,FL,Florida,12061,1,2,1,1172
2017/9/4,2017/10/18,FL,Florida,12061,1,2,2,1172
2019/8/28,2019/9/9,FL,Florida,12061,1,2,1,1173
2020/7/31,2020/8/4,FL,Florida,12061,1,2,2,1173
2022/9/23,2022/11/4,FL,Florida,12061,1,2,1,1174
2022/11/7,2022/11/30,FL,Florida,12061,1,2,2,1174
2017/1/3,2017/1/12,CA,California,6027,1,2,1,1176
2017/1/18,2017/1/23,CA,California,6027,1,2,2,1176
2017/9/7,2017/9/20,GA,Georgia,13155,0,1,1,1179
2018/10/9,2018/10/23,GA,Georgia,13155,0,1,1,1180
2013/9/9,2013/9/22,NM,New Mexico,,0,1,1,1181
2016/3/9,2016/3/29,MS,Mississippi,28055,0,1,1,1185
2019/2/22,2019/8/23,MS,Mississippi,28055,1,4,1,1186
2020/2/10,2020/2/18,MS,Mississippi,28055,1,4,2,1186
2020/10/7,2020/10/11,MS,Mississippi,28055,1,4,3,1186
2021/8/28,2021/9/1,MS,Mississippi,28055,1,4,4,1186
2014/4/28,2014/5/3,MS,Mississippi,28057,0,1,1,1189
2015/12/23,2015/12/28,MS,Mississippi,28057,0,1,1,1190
2019/2/22,2019/8/23,MS,Mississippi,28057,0,1,1,1191
2019/4/13,2019/4/14,MS,Mississippi,28057,1,2,1,1192
2019/10/26,2019/10/26,MS,Mississippi,28057,1,2,2,1192
2021/8/28,2021/9/1,MS,Mississippi,28057,0,1,1,1193
2015/5/4,2015/6/22,TX,Texas,48237,0,1,1,1194
2015/12/23,2015/12/31,AL,Alabama,1071,0,1,1,1197
2017/9/8,2017/9/14,AL,Alabama,1071,0,1,1,1198
2019/2/19,2019/3/20,AL,Alabama,1071,0,1,1,1199
2020/4/12,2020/4/13,AL,Alabama,1071,1,2,1,1200
2020/9/14,2020/9/16,AL,Alabama,1071,1,2,2,1200
2014/4/28,2014/5/6,FL,Florida,12063,0,1,1,1202
2017/9/4,2017/10/18,FL,Florida,12063,1,3,1,1203
2018/10/7,2018/10/19,FL,Florida,12063,1,3,2,1203
2019/8/28,2019/9/9,FL,Florida,12063,1,3,3,1203
2020/9/14,2020/9/28,FL,Florida,12063,1,2,1,1204
2021/8/13,2021/8/19,FL,Florida,12063,1,2,2,1204
2022/9/23,2022/11/4,FL,Florida,12063,1,2,1,1205
2022/11/7,2022/11/30,FL,Florida,12063,1,2,2,1205
2017/9/7,2017/9/20,GA,Georgia,13157,0,1,1,1206
2012/8/26,2012/9/11,MS,Mississippi,28059,0,1,1,1208
2017/10/6,2017/10/10,MS,Mississippi,28059,0,1,1,1209
2020/8/23,2020/8/29,MS,Mississippi,28059,1,5,1,1210
2020/9/14,2020/9/17,MS,Mississippi,28059,1,5,2,1210
2020/10/7,2020/10/11,MS,Mississippi,28059,1,5,3,1210
2020/10/27,2020/10/29,MS,Mississippi,28059,1,5,4,1210
2021/8/28,2021/9/1,MS,Mississippi,28059,1,5,5,1210
2017/8/23,2017/9/15,TX,Texas,48239,0,1,1,1212
2020/7/25,2020/7/31,TX,Texas,48239,1,2,1,1213
2020/8/23,2020/8/27,TX,Texas,48239,1,2,2,1213
2012/8/26,2012/9/10,LA,Louisiana,22049,0,1,1,1215
2016/3/8,2016/4/8,LA,Louisiana,22049,0,1,1,1216
2020/6/5,2020/6/9,LA,Louisiana,22049,1,7,1,1217
2020/8/22,2020/8/27,LA,Louisiana,22049,1,7,2,1217
2020/9/13,2020/9/16,LA,Louisiana,22049,1,7,3,1217
2020/10/6,2020/10/10,LA,Louisiana,22049,1,7,4,1217
2020/10/26,2020/10/29,LA,Louisiana,22049,1,7,5,1217
2021/8/26,2021/9/3,LA,Louisiana,22049,1,7,6,1217
2021/9/12,2021/9/18,LA,Louisiana,22049,1,7,7,1217
2017/9/7,2017/9/20,GA,Georgia,13159,0,1,1,1219
2018/10/9,2018/10/23,GA,Georgia,13159,0,1,1,1220
2012/8/26,2012/9/11,MS,Mississippi,28061,0,1,1,1224
2018/12/27,2018/12/28,MS,Mississippi,28061,1,3,1,1225
2019/10/26,2019/10/26,MS,Mississippi,28061,1,3,2,1225
2020/4/12,2020/4/12,MS,Mississippi,28061,1,3,3,1225
2021/8/28,2021/9/1,MS,Mississippi,28061,0,1,1,1226
2015/10/1,2015/10/23,SC,South Carolina,45053,1,5,1,1227
2016/10/4,2016/10/30,SC,South Carolina,45053,1,5,2,1227
2017/9/6,2017/9/13,SC,South Carolina,45053,1,5,3,1227
2018/9/8,2018/10/8,SC,South Carolina,45053,1,5,4,1227
2019/8/31,2019/9/6,SC,South Carolina,45053,1,5,5,1227
2022/9/25,2022/10/4,SC,South Carolina,45053,0,1,1,1228
2015/5/4,2015/6/22,TX,Texas,48241,1,4,1,1231
2015/10/22,2015/10/31,TX,Texas,48241,1,4,2,1231
2016/3/7,2016/3/29,TX,Texas,48241,1,4,3,1231
2016/5/22,2016/6/24,TX,Texas,48241,1,4,4,1231
2017/8/23,2017/9/15,TX,Texas,48241,0,1,1,1232
2020/8/23,2020/8/27,TX,Texas,48241,0,1,1,1233
2015/12/22,2016/1/13,GA,Georgia,13161,1,3,1,1235
2016/10/4,2016/10/15,GA,Georgia,13161,1,3,2,1235
2017/9/7,2017/9/20,GA,Georgia,13161,1,3,3,1235
2018/10/9,2018/10/23,GA,Georgia,13161,0,1,1,1236
2011/4/15,2011/5/31,AL,Alabama,1073,1,2,1,1238
2012/1/22,2012/1/23,AL,Alabama,1073,1,2,2,1238
2014/4/28,2014/5/5,AL,Alabama,1073,0,1,1,1239
2017/9/8,2017/9/14,AL,Alabama,1073,1,2,1,1240
2017/10/6,2017/10/10,AL,Alabama,1073,1,2,2,1240
2020/9/14,2020/9/16,AL,Alabama,1073,1,3,1,1241
2021/3/25,2021/3/26,AL,Alabama,1073,1,3,2,1241
2021/10/6,2021/10/7,AL,Alabama,1073,1,3,3,1241
2012/6/23,2012/7/26,FL,Florida,12065,0,1,1,1243
2016/8/31,2016/9/11,FL,Florida,12065,1,4,1,1244
2017/9/4,2017/10/18,FL,Florida,12065,1,4,2,1244
2018/10/7,2018/10/19,FL,Florida,12065,1,4,3,1244
2019/8/28,2019/9/9,FL,Florida,12065,1,4,4,1244
2020/9/14,2020/9/28,FL,Florida,12065,1,3,1,1245
2021/7/4,2021/7/8,FL,Florida,12065,1,3,2,1245
2021/8/13,2021/8/19,FL,Florida,12065,1,3,3,1245
2022/9/23,2022/11/4,FL,Florida,12065,1,2,1,1246
2022/11/7,2022/11/30,FL,Florida,12065,1,2,2,1246
2017/9/7,2017/9/20,GA,Georgia,13163,0,1,1,1248
2018/10/9,2018/10/23,GA,Georgia,13163,0,1,1,1249
2012/8/26,2012/9/11,MS,Mississippi,28063,0,1,1,1252
2017/4/30,2017/4/30,MS,Mississippi,28063,0,1,1,1253
2020/8/23,2020/8/29,MS,Mississippi,28063,1,4,1,1254
2020/9/14,2020/9/17,MS,Mississippi,28063,1,4,2,1254
2020/10/7,2020/10/11,MS,Mississippi,28063,1,4,3,1254
2021/8/28,2021/9/1,MS,Mississippi,28063,1,4,4,1254
2017/8/23,2017/9/15,TX,Texas,48245,0,1,1,1257
2019/9/17,2019/9/23,TX,Texas,48245,1,2,1,1258
2020/8/23,2020/8/27,TX,Texas,48245,1,2,2,1258
2012/8/26,2012/9/11,MS,Mississippi,28065,1,2,1,1260
2013/2/10,2013/2/22,MS,Mississippi,28065,1,2,2,1260
2016/3/9,2016/3/29,MS,Mississippi,28065,0,1,1,1261
2019/10/26,2019/10/26,MS,Mississippi,28065,1,7,1,1262
2020/4/12,2020/4/12,MS,Mississippi,28065,1,7,2,1262
2020/4/22,2020/4/23,MS,Mississippi,28065,1,7,3,1262
2020/8/23,2020/8/29,MS,Mississippi,28065,1,7,4,1262
2020/9/14,2020/9/17,MS,Mississippi,28065,1,7,5,1262
2020/10/7,2020/10/11,MS,Mississippi,28065,1,7,6,1262
2021/8/28,2021/9/1,MS,Mississippi,28065,1,7,7,1262
2012/8/26,2012/9/10,LA,Louisiana,22053,1,2,1,1264
2013/1/8,2013/1/17,LA,Louisiana,22053,1,2,2,1264
2016/8/11,2016/8/31,LA,Louisiana,22053,1,2,1,1265
2017/8/27,2017/9/10,LA,Louisiana,22053,1,2,2,1265
2019/7/10,2019/7/15,LA,Louisiana,22053,1,8,1,1266
2020/6/5,2020/6/9,LA,Louisiana,22053,1,8,2,1266
2020/8/22,2020/8/27,LA,Louisiana,22053,1,8,3,1266
2020/9/13,2020/9/16,LA,Louisiana,22053,1,8,4,1266
2020/10/6,2020/10/10,LA,Louisiana,22053,1,8,5,1266
2020/10/26,2020/10/29,LA,Louisiana,22053,1,8,6,1266
2021/8/26,2021/9/3,LA,Louisiana,22053,1,8,7,1266
2021/9/12,2021/9/18,LA,Louisiana,22053,1,8,8,1266
2011/9/1,2011/9/5,LA,Louisiana,22051,1,2,1,1268
2012/8/26,2012/9/10,LA,Louisiana,22051,1,2,2,1268
2017/10/5,2017/10/8,LA,Louisiana,22051,0,1,1,1269
2019/7/10,2019/7/15,LA,Louisiana,22051,1,8,1,1270
2020/6/5,2020/6/9,LA,Louisiana,22051,1,8,2,1270
2020/8/22,2020/8/27,LA,Louisiana,22051,1,8,3,1270
2020/9/13,2020/9/16,LA,Louisiana,22051,1,8,4,1270
2020/10/6,2020/10/10,LA,Louisiana,22051,1,8,5,1270
2020/10/26,2020/10/29,LA,Louisiana,22051,1,8,6,1270
2021/8/26,2021/9/3,LA,Louisiana,22051,1,8,7,1270
2021/9/12,2021/9/18,LA,Louisiana,22051,1,8,8,1270
2016/10/4,2016/10/15,GA,Georgia,13165,1,2,1,1272
2017/9/7,2017/9/20,GA,Georgia,13165,1,2,2,1272
2018/10/9,2018/10/23,GA,Georgia,13165,0,1,1,1273
2020/7/25,2020/7/31,TX,Texas,48247,0,1,1,1276
2015/5/4,2015/6/22,TX,Texas,48249,0,1,1,1279
2017/8/23,2017/9/15,TX,Texas,48249,1,2,1,1280
2018/6/19,2018/7/13,TX,Texas,48249,1,2,2,1280
2020/7/25,2020/7/31,TX,Texas,48249,0,1,1,1281
2017/9/7,2017/9/20,GA,Georgia,13167,0,1,1,1283
2018/10/9,2018/10/23,GA,Georgia,13167,0,1,1,1284
2015/5/4,2015/6/22,TX,Texas,48251,0,1,1,1285
2017/9/7,2017/9/20,GA,Georgia,13169,0,1,1,1286
2018/10/9,2018/10/23,GA,Georgia,13169,0,1,1,1287
2012/8/26,2012/9/11,MS,Mississippi,28067,0,1,1,1289
2014/4/28,2014/5/3,MS,Mississippi,28067,0,1,1,1290
2016/3/9,2016/3/29,MS,Mississippi,28067,0,1,1,1291
2018/12/27,2018/12/28,MS,Mississippi,28067,0,1,1,1292
2020/4/12,2020/4/12,MS,Mississippi,28067,1,6,1,1293
2020/4/22,2020/4/23,MS,Mississippi,28067,1,6,2,1293
2020/8/23,2020/8/29,MS,Mississippi,28067,1,6,3,1293
2020/9/14,2020/9/17,MS,Mississippi,28067,1,6,4,1293
2020/10/27,2020/10/29,MS,Mississippi,28067,1,6,5,1293
2021/8/28,2021/9/1,MS,Mississippi,28067,1,6,6,1293
2015/5/4,2015/6/22,TX,Texas,48253,1,3,1,1294
2015/12/26,2016/1/21,TX,Texas,48253,1,3,2,1294
2016/4/17,2016/4/30,TX,Texas,48253,1,3,3,1294
